m.03cfqmy	people.ethnicity.languages_spoken	m.02h40lc
m.08jjrg	people.person.profession	m.02jknp
m.02km7r	people.person.profession	m.02hrh1q
m.02rbc47	people.person.profession	m.02jknp
m.0zfyjg2	sports.sports_team_roster.team	m.0crj6pn
m.01vtkpn	people.person.profession	m.0nbcg
m.0483_zs	location.location.containedby	m.0hjy
m.09c7w0	location.location.contains	m.025vjh8
m.0g4xr3x	people.person.nationality	m.035qy
m.0gx237	people.deceased_person.place_of_death	m.030qb3t
m.0dkg74	people.person.profession	m.02h6nn_
m.02zwrl	location.location.partially_containedby	m.0hjy
m.010b9131	people.person.profession	m.09l65
m.0bs0c44	people.deceased_person.place_of_death	m.05qtj
m.05b3bn2	people.person.nationality	m.03gj2
m.0dhzhn5	location.mailing_address.state_province_region	m.0vmt
m.05227n_	people.person.profession	m.02hrh1q
m.0xm5ypg	location.location.containedby	m.09c7w0
m.0jky3kh	people.person.profession	m.02hrh1q
m.02_286	location.location.people_born_here	m.0tjwkhx
m.01drtb	visual_art.visual_artist.art_forms	m.05qdh
m.04b875c	location.location.containedby	m.09c7w0
m.0cxjgf	location.location.time_zones	m.02llzg
m.010hkqvk	time.event.locations	m.0d05w3
m.0dhrfxk	location.mailing_address.citytown	m.07bcn
m.017v_	location.location.contains	m.02q3x3g
m.0cryhxk	film.film.genre	m.02kdv5l
m.07k8bc	people.person.nationality	m.03rjj
m.053yx	music.artist.track_contributions	m.011tx59g
m.098_3	people.person.nationality	m.06c1y
m.09l3g_	film.film.country	m.09c7w0
m.0bghvcw	common.topic.notable_types	m.01xryvt
m.010nbs5_	music.track_contribution.role	m.0290ngj
m.0d21yz	sports.sports_team.sport	m.03tmr
m.0j38jbn	people.person.profession	m.02hrh1q
m.0hzrx4p	education.educational_institution.colors	m.01g5v
m.0gc1x0n	people.person.place_of_birth	m.02_286
m.07w2c2m	olympics.olympic_medal_honor.olympics	m.0lk8j
m.0gwfxlg	media_common.netflix_genre.titles	m.05n0ms
m.05f449j	people.person.nationality	m.0345h
g.121mdw_z	film.film.country	m.01rhrd
m.0v9m0	location.location.containedby	m.04rrx
m.08_vg5	people.person.profession	m.02h6nn_
m.0zczztk	education.education.institution	m.01yx1b
m.0dgdrz	people.person.profession	m.0d8qb
m.0rysg47	people.person.profession	m.0fj9f
m.081k8	influence.influence_node.influenced	m.061650
m.07b_l	location.location.contains	m.0f59dj
m.06zjrsp	people.person.nationality	m.0345h
m.01vrnsk	music.artist.track	m.0g8vxb3
g.11h1twh15	people.person.nationality	m.0f8l9c
m.0j_t9g_	award.award_nomination.award_nominee	m.0ffgh
m.09jhtt	people.person.profession	m.02xhgwq
m.0zsmrzr	people.person.nationality	m.07ssc
m.01wlt5j	people.person.profession	m.039v1
m.02893kp	people.person.place_of_birth	m.0177z
m.0136pk	music.artist.track	m.0n_l3x
m.010mxjx9	music.track_contribution.role	m.0290ngj
m.03c_22b	people.person.profession	m.04gc2
m.0j7fxf8	people.person.nationality	m.07ssc
m.0k4906	people.person.profession	m.0cbd2
m.0fhp9	location.location.people_born_here	m.0h6812q
m.0274zjv	people.person.nationality	m.0d05w3
m.08s456	people.person.place_of_birth	m.07_pf
m.0cmc9yg	location.location.containedby	m.02_286
m.09c7w0	location.location.contains	m.02rd_zq
m.0vknf	location.location.containedby	m.059j2
m.04llb	location.location.people_born_here	m.07f_ff
g.1211r6xk	visual_art.visual_artist.art_forms	m.05qdh
m.0crs08w	film.film.genre	m.02kdv5l
m.026wp	book.book_subject.works	m.04wdvv3
m.05kkh	location.location.contains	m.013jwb
m.0chgzm	location.location.contains	m.0479rv1
m.0rqgr1r	people.person.profession	m.02nxqmh
m.03ct2_	sports.sports_team.location	m.0chghy
m.0b_hqg3	people.person.profession	m.02hrh1q
m.012y_y8n	music.track_contribution.role	m.0290ngj
m.0q3lmh4	people.person.profession	m.02jknp
m.05v670p	people.person.profession	m.05hj__k
m.03d8h52	people.deceased_person.place_of_burial	m.0156q
m.026dj0	people.person.religion	m.0kpl
m.0nj7_gy	music.track_contribution.role	m.026t6
m.048x19p	location.location.containedby	m.0d0x8
m.0gy210t	film.film.country	m.0345h
m.02lt8	book.author.works_written	m.08qyj_y
m.0b18vc	film.film.country	m.09c7w0
m.0gbxbqh	people.person.profession	m.02hrh1q
m.06zl2qh	people.person.place_of_birth	m.02cl1
m.071vr	location.location.people_born_here	m.02x2fl0
m.0_f3kl7	people.person.place_of_birth	m.0hsqf
m.0c32vgv	people.person.nationality	m.0345h
m.02qzrdy	people.person.religion	m.0c8wxp
m.02hcv8	time.time_zone.locations_in_this_time_zone	m.0cbwq7
m.0113mn29	people.person.profession	m.02hrh1q
m.03cb396	people.person.profession	m.02hqyhw
m.0bxl3f3	people.person.nationality	m.0chghy
m.05qft4q	people.person.profession	m.0cbd2
m.080f2nk	people.person.place_of_birth	m.01l63
m.048ypyc	location.location.containedby	m.09c7w0
m.06q_jnj	baseball.batting_statistics.team	m.03m1n
m.0gc5ncp	people.person.place_of_birth	m.06qd3
m.06qd3	location.location.people_born_here	m.0_vnddd
m.0k11bl	people.person.nationality	m.03_3d
m.04ktc6	sports.sports_team.location	m.02cft
m.0n5vqdb	people.person.place_of_birth	m.030qb3t
m.01rp_ql	music.artist.genre	m.0cx7f
m.0208tr	people.person.place_of_birth	m.01cx_
m.0_1hkn1	people.person.profession	m.02hrh1q
m.023l9y	music.group_member.instruments_played	m.0342h
m.0bknk0	people.person.profession	m.0cbd2
m.0_kmfr6	common.topic.notable_types	m.02nmm_l
m.05yg9v	location.location.containedby	m.05kr_
m.0695bd	people.person.nationality	m.09c7w0
m.0dcclb	people.person.nationality	m.07ylj
m.058p46	people.person.nationality	m.0d060g
m.0by0jgt	people.person.nationality	m.09c7w0
m.0b2lw	location.location.people_born_here	m.02q6rf2
m.0kk9v	common.topic.notable_types	m.03w5clp
m.012h24qz	music.track_contribution.role	m.0290ngj
m.02qy5k4	people.person.nationality	m.06bnz
m.02px249	basketball.basketball_player.position_s	m.01pv51
m.0c92vf	people.person.nationality	m.035qy
m.03tgys	people.person.profession	m.0cbd2
m.02jx1	location.location.people_born_here	m.03shqk
m.0b6prd8	people.person.place_of_birth	m.07_fl
m.03hnhzr	music.artist.genre	m.06by7
m.07ssc	location.location.people_born_here	m.0h1grqv
m.07wrqbm	olympics.olympic_medal_honor.country	m.03gj2
m.071vr	location.location.contains	m.04_7m4n
m.0gyh	location.location.contains	m.0486gwc
m.03cqjkn	people.deceased_person.place_of_death	m.06c62
m.0zp0rnl	location.mailing_address.state_province_region	m.04rrx
m.0j3v	people.person.education	m.0n151mp
m.010g_0dn	people.person.place_of_birth	m.0pqz3
m.0486r1p	location.location.containedby	m.0vbk
m.02w8z71	people.person.nationality	m.0d060g
m.0cynf5	music.artist.genre	m.02x8m
m.03crgc4	people.person.nationality	m.09c7w0
m.06t424	location.location.time_zones	m.02hcv8
m.0cy87j	people.person.nationality	m.01z215
m.04n5_16	people.person.nationality	m.05sb1
m.0b_v0n7	people.person.place_of_birth	m.04jpl
m.0cmb60s	people.person.nationality	m.059z0
m.019n1v	organization.organization.place_founded	m.09c7w0
m.0yqqryt	common.topic.notable_types	m.01xryvt
m.05ycb__	people.deceased_person.place_of_burial	m.0dclg
m.0gqh7g	location.location.time_zones	m.02llzg
m.0f0s3pc	film.film.genre	m.02822
m.03d_w3h	people.person.profession	m.02hrh1q
m.0l1gv93	olympics.olympic_medal_honor.country	m.03_r3
m.02r5yn9	people.deceased_person.cause_of_death	m.0gk4g
m.03wccpk	film.film.country	m.09c7w0
m.02rchht	film.producer.film	m.02vjp3
m.02m_5j	common.topic.notable_types	m.01y2hnl
m.06zqy1x	people.person.nationality	m.0hzlz
m.0dgpcw6	film.film.country	m.07ssc
m.0wgr4wh	base.schemastaging.athlete_salary.team	m.0jm3v
m.0crrnl1	film.film.genre	m.03g3w
m.0jt0_3m	people.person.nationality	m.0b90_r
m.0qsf4wq	base.schemastaging.phone_sandbox.service_location	m.07ssc
m.06zpy9m	people.person.profession	m.01c72t
m.0d8g0sf	people.person.profession	m.0dxtg
m.07z1m	location.location.contains	m.02qw579
m.0k2g0	symbols.name_source.namesakes	m.0ntsp
m.0ngwjf4	people.person.profession	m.05hj__k
m.02fqwt	time.time_zone.locations_in_this_time_zone	m.0qrn7
m.04nl_m	visual_art.visual_artist.art_forms	m.05qdh
m.04lfgdq	people.person.nationality	m.03_3d
m.012qkq	common.topic.notable_types	m.02ydrtt
m.010z8kky	music.composition.composer	m.0qf11
m.0cr3d	location.location.people_born_here	m.0c42p_5
m.011gqr5r	music.composition.composer	m.057vbx
m.0bwwhmx	film.personal_film_appearance.film	m.06w2jx
m.0412j3y	people.person.profession	m.0d8qb
m.0x1sq1_	people.person.profession	m.0cbd2
m.071x5x	location.location.containedby	m.0chghy
m.0wpvlcn	sports.sports_team_roster.team	m.0118b5s5
m.0156q	location.location.people_born_here	m.05fb8r3
m.0100pzn4	people.person.nationality	m.05vz3zq
g.1233fmg3	people.person.nationality	m.0f8l9c
m.04871kd	location.location.containedby	m.09c7w0
m.0824r	location.location.contains	m.0jvtrvp
m.0j0k	location.location.contains	m.065ylyz
m.0nhjjxh	people.person.nationality	m.09c7w0
m.06w401q	film.film.featured_film_locations	m.02_286
m.0c3yjqg	people.ethnicity.languages_spoken	m.07c9s
m.02llzg	time.time_zone.locations_in_this_time_zone	m.02612gc
m.04l4r99	government.government_position_held.office_holder	m.03xr_s
m.0vv81my	people.deceased_person.place_of_death	m.01q0l
m.0jclqz4	music.composition.composer	m.05bw51n
m.01_d4	location.location.people_born_here	m.026yyr
m.0pcm804	people.person.place_of_birth	m.05qtj
m.0pd2t4m	people.person.nationality	m.09c7w0
m.02pj2y_	common.topic.notable_types	m.01y2hnl
m.02w956h	people.person.profession	m.0hpcdn2
m.0v3kvj4	people.person.profession	m.02hrh1q
m.0j32378	base.schemastaging.athlete_salary.team	m.01xvb
m.0gy7rxr	film.film.genre	m.02822
m.03v1s	location.location.contains	m.03ck173
m.0v13v9n	people.person.nationality	m.09c7w0
m.06zc8v	location.location.containedby	m.03rk0
m.03xnh9s	people.person.profession	m.04l1gwb
m.027hzjd	people.deceased_person.cause_of_death	m.0qcr0
m.0crqjr0	film.film.country	m.0345h
m.010c03fh	people.person.nationality	m.09c7w0
m.010qznk0	location.mailing_address.country	m.09c7w0
m.0plwxh8	people.person.profession	m.02jknp
m.080g282	people.person.profession	m.02hrh1q
m.0f_51	location.location.containedby	m.0d060g
m.0srzm	location.location.time_zones	m.02fqwt
m.03n_9fk	location.mailing_address.citytown	m.0f2rq
m.0345h	media_common.netflix_genre.titles	m.0bdt9rv
m.0zrnqry	people.deceased_person.place_of_death	m.0161c
m.01rp07k	music.artist.origin	m.04sqj
m.0bvc8lh	people.person.nationality	m.077qn
m.02lcrv	time.time_zone.locations_in_this_time_zone	m.0qgv3
m.03y941	people.deceased_person.cause_of_death	m.0gk4g
m.027v0k9	people.person.profession	m.0n1h
m.0_svn9_	people.person.nationality	m.09c7w0
m.066q6x	music.artist.genre	m.0cx7f
m.0gks4jd	film.film.genre	m.02kdv5l
m.0tqfry_	music.track_contribution.role	m.0290ngj
m.0421s3_	location.location.containedby	m.04rrx
m.0gm14nw	people.person.profession	m.0dxtg
m.0cdrt_	people.person.place_of_birth	m.03rjj
m.09c7w0	location.location.contains	m.04b3lmt
m.032db0	language.human_language.writing_system	m.04n0p
m.052p7	location.location.people_born_here	m.0cvjby3
m.07b_l	location.location.containedby	m.09c7w0
m.0kd9hbc	people.person.nationality	m.0jgd
m.0521tmc	people.person.nationality	m.03_3d
m.0m0q381	people.person.nationality	m.0345h
m.0b78bq3	military.military_combatant_group.combatants	m.0fk3s
m.0g9s3n	people.person.profession	m.02xhr73
m.0gywjmf	people.person.place_of_birth	m.0m75g
m.09c7w0	location.location.contains	m.0497pqv
m.026wy48	location.location.containedby	m.07cfx
m.047v6y	location.location.partially_containedby	m.0154j
m.043r0f6	people.person.profession	m.039v1
m.05l77s	people.person.profession	m.0c5lg
m.03rjj	location.location.contains	g.11b6gg_fs2
m.0v1wkvv	film.film.country	m.0chghy
m.050l8	location.location.contains	m.04b4fmr
g.121dcj5z	film.film.country	m.0f8l9c
m.0ndtvhk	people.person.profession	m.02hrh1q
m.04b04wj	location.location.containedby	m.04ykg
m.0px62lv	base.schemastaging.phone_sandbox.service_location	m.0d060g
m.03kd48	music.artist.origin	m.0cr3d
m.0vbk	location.location.contains	m.04875m3
m.011kt_s3	location.mailing_address.country	m.09c7w0
m.082db	music.artist.track	m.012bzp5
m.0448r	people.person.parents	m.04gst2c
m.0126_z	people.person.spouse_s	m.0j4k_vp
m.01zdx5m	location.location.containedby	m.0cb4j
m.06t4g68	baseball.batting_statistics.team	m.01d5z
m.0f5j55	people.person.nationality	m.0d05w3
m.0yc84	location.location.people_born_here	m.0kt7bt
m.03rjj	location.location.contains	m.0gjjhp
m.09c7w0	location.location.contains	m.049328h
m.03d1fw7	people.person.profession	m.0d8qb
m.0j_202h	people.deceased_person.place_of_death	m.0k6nt
m.06r7lvy	baseball.batting_statistics.season	m.02h7sbw
m.09c7w0	location.location.contains	m.04849fm
m.02qtqpm	people.person.profession	m.02hrh1q
m.0gjzjs	location.location.time_zones	m.02llzg
m.0dyl9	location.location.people_born_here	m.0d1p24
m.064_8sq	media_common.netflix_genre.titles	m.04czg6c
m.0gwn57w	location.mailing_address.citytown	m.059rby
m.0gcjm8p	people.person.nationality	m.03rt9
m.0ctw_b	location.location.people_born_here	m.042rzt
m.0114b66_	film.film.genre	m.02822
m.05kdwy	people.person.profession	m.02hrh1q
m.0g8ktz	location.location.time_zones	m.02llzg
m.06qxdh3	baseball.batting_statistics.season	m.026fmqm
m.062z7	book.book_subject.works	m.04wgz_m
m.0qs722x	base.schemastaging.phone_sandbox.service_location	m.09c7w0
m.043d4	music.artist.album	m.0dzmcr0
m.0cl9k4	people.person.profession	m.04s2z
m.03wc395	people.person.nationality	m.02jx1
m.02q36pb	location.location.containedby	m.017v_
m.0272ch9	people.person.nationality	m.09c7w0
m.0xndsv_	people.person.profession	m.0dxtg
m.086qd	music.artist.track	m.01b2rf8
m.0136mhyf	music.track_contribution.role	m.0290ngj
m.0vg8x	location.location.containedby	m.0nj7b
m.06799f	government.politician.government_positions_held	m.0mw1l9r
m.0rmwd	location.location.people_born_here	m.0g56xql
m.0hlst8p	people.person.profession	m.02jknp
m.059yj	sports.sports_league.teams	m.0crt4_q
m.011p1h1c	people.person.profession	m.0dxtg
g.12214vqv	film.film.country	m.03_3d
m.0n1_bbf	government.government_position_held.office_position_or_title	m.02_bcst
m.09gjmvw	film.film_series.films_in_series	m.075wx89
m.07s9q35	people.person.profession	m.0dgd_
m.08zz20z	film.producer.film	m.07cfg
m.0gl5bpl	olympics.olympic_athlete_affiliation.country	m.09c7w0
m.02xt0j	people.person.nationality	m.09c7w0
m.05f89jw	people.person.profession	m.039v1
m.0vch3	location.location.containedby	m.04rrx
m.06wxw	location.location.people_born_here	m.0b_zp3t
m.03gj2	location.location.contains	m.02r4kc9
m.0gcydyg	people.person.profession	m.02hrh1q
m.0ch3nhv	music.artist.genre	m.02x8m
m.0z9zjzh	people.person.profession	m.01d_h8
m.0g5t5b	military.military_person.participated_in_conflicts	m.081pw
m.01r356	influence.influence_node.influenced_by	m.0gz_
m.03s3_q	people.person.profession	m.0d8qb
m.014xhs	location.location.containedby	m.059_c
m.059_c	book.book_subject.works	m.04t0wd7
m.0bbv0zw	visual_art.visual_artist.associated_periods_or_movements	m.073_6
m.08d60j	language.human_language.main_country	m.03rk0
m.03d5f9s	people.person.nationality	m.06bnz
m.0d2_cc	film.film.country	m.09c7w0
m.0vb3bk8	people.person.nationality	m.02k54
m.0n1rj	location.location.people_born_here	m.04wg6h
m.0ghw_nv	people.person.profession	m.05vyk
m.0788qq	people.person.ethnicity	m.0x67
m.02848w6	people.person.nationality	m.07ssc
m.02dqw8	education.educational_institution.colors	m.01l849
m.02kxtg	location.location.containedby	m.02j9z
m.0cnppb2	location.mailing_address.country	m.09c7w0
m.03wh4c	people.person.place_of_birth	m.02xry
m.01ycbq	film.actor.film	m.0k0zj0
m.0ztfwj_	film.film.genre	m.02822
m.0ds2gfv	people.person.profession	m.02hv44_
m.02822	media_common.netflix_genre.titles	m.0209hj
m.03rjj	location.location.contains	m.0gb20c
m.011dk0dc	people.person.profession	m.02hrh1q
m.011cns1q	people.person.profession	m.09l65
m.0z7zdxm	people.person.profession	m.02hrh1q
m.010g78t0	education.education.degree	m.04zx3q1
m.02j9z	book.book_subject.works	m.04wdkdx
m.09fjf2	meteorology.tropical_cyclone.affected_areas	m.0165b
m.0_g8jb5	people.person.place_of_birth	m.03l2n
m.0w1t5t0	people.person.profession	m.0dgd_
m.02qx2h9	people.person.profession	m.02xhr73
m.012kx0_g	people.ethnicity.languages_spoken	m.0jzc
m.04ych	location.location.contains	m.0clvqn6
m.0q7_b5v	people.person.nationality	m.0chghy
m.04flfxc	government.political_party_tenure.politician	m.03wt3b9
m.03j24kf	music.artist.track_contributions	m.012ywbws
m.0qjd402	film.film.country	m.06mkj
m.0cp0sf6	time.event.locations	m.0j3b
m.0k8jt39	people.person.place_of_birth	m.06y57
m.06mt91	music.artist.track	m.0g0szdy
m.0vr7n	location.location.time_zones	m.02hcv8
m.0fhx_lj	music.track_contribution.role	m.0342h
m.03c2k38	people.person.profession	m.06q2q
m.01v78tw	music.group_member.instruments_played	m.0342h
m.06s6y_q	baseball.batting_statistics.season	m.02h7sd3
m.02dtg	location.location.people_born_here	m.05msk6
m.05t91jn	location.mailing_address.country	m.09c7w0
m.0zrq8j3	film.film.country	m.09c7w0
m.09g463	music.artist.origin	m.03_3d
m.0ndq1g0	people.person.profession	m.01d_h8
m.080h2	location.location.containedby	m.015jr
m.08qkxpl	music.track_contribution.role	m.0_sv_90
m.04c_9z0	location.location.containedby	m.0l2xl
m.04b3kqs	location.location.time_zones	m.02fqwt
m.01362yq1	music.track_contribution.role	m.0290ngj
m.0bh7n34	people.person.nationality	m.059j2
m.015fr	location.location.partially_contains	m.05z57r
m.0110g35j	film.film.starring	m.0115j6sp
m.0360_z	people.person.place_of_birth	m.0h8d
m.02cbhg	award.award_nominated_work.award_nominations	m.0gm4znx
m.05c1vz9	location.location.time_zones	m.02fqwt
m.0g70fhv	music.group_member.instruments_played	m.05r5c
m.0h41s6	people.person.profession	m.09l65
m.03wnh	user.dylanrocks.national_football_league.nfl_teams_that_have_moved_cities.original_city	m.094jv
m.01z1p0	people.person.religion	m.0c8wxp
m.082j91l	olympics.olympic_medal_honor.olympics	m.0jhn7
m.01crd5	location.location.people_born_here	m.0558zkv
m.0bz33d	people.person.nationality	m.0chghy
m.051nyz	military.military_person.participated_in_conflicts	m.081pw
m.03h_2z8	people.person.place_of_birth	m.02jx1
m.07b_l	location.location.contains	m.0m2_n
m.011r9wxd	people.person.profession	m.015h31
m.0gx23wc	people.person.profession	m.0fj9f
m.05qtj	location.location.people_born_here	m.03d1zw7
m.03cgfjr	people.person.profession	m.02hrh1q
g.122f2b15	location.location.time_zones	m.019rdm
m.0cy2yh	people.person.nationality	m.09c7w0
m.011l_fyd	people.person.nationality	m.0d0vqn
m.0fztz0	people.person.profession	m.0nbcg
m.0dj28x7	location.mailing_address.citytown	m.0cv3w
m.0k3qtg8	people.person.profession	m.0dgd_
m.05h3f54	people.person.nationality	m.05b4w
m.0ck1l0	film.actor.film	m.0h2cvd8
m.04d0wq	people.person.nationality	m.07ssc
m.0crs0s2	film.film.genre	m.02822
m.03cdzsc	people.person.profession	m.0np9r
g.1214fcqz	film.film.country	m.0345h
m.02vpjm4	people.person.nationality	m.09c7w0
m.05t2k1t	people.person.nationality	m.09c7w0
m.02q9fz3	location.location.containedby	m.03v0t
m.010vj618	people.person.profession	m.09l65
m.04jpl	location.location.people_born_here	m.0d2n01
m.02vxq20	common.topic.notable_types	m.01xryvt
m.020p1	location.location.contains	m.05ns7s
m.0j2b0hd	music.artist.genre	m.0m40d
